Name,Link,Deadline,Award,Eligibility,About,Detailed_Eligibility,Benefits,How_to_Apply
AMSTERDAM MERIT SCHOLARSHIP (MEDICINE) 2026-27,https://www.buddy4study.com/scholarship/amsterdam-merit-scholarship-medicine,01-Jun-26,"A scholarship of € 4,000",Students admitted to one of the (Master's) programs of the Faculty of Medicine,"About The Program The Amsterdam Merit Scholarship (Medicine) 2026-27 is an opportunity offered by the Universiteit van Amsterdam to students admitted to one of the (Master's) programs of the Faculty of Medicine. This scholarship aims to attract and support the education of bright and enthusiastic students from all over the world. The selected candidates shall receive a scholarship of € 4,000.","To be eligible, an applicant must:- hold a non-EU/EEA passport. not be entitled to receive a Dutch study grant or loan (""Studiefinanciering""). not be eligible to pay the reduced tuition fee rate for EEA students at the University of Amsterdam (UvA). not receive a full coverage scholarship for the same period of study as the Amsterdam Merit Scholarship. have been (or will be) admitted to the Master’s programme in Medical Informatics at the AMC-UvA","The selected candidates shall receive a scholarship of € 4,000.","Eligible candidates can apply by following these steps:- Step 1: Click on the 'Apply Now' button below.  Step 2: Click on the 'Register' button and fill in the required registration details (Note:- If already registered, log in using Gmail/Mobile number/Email ID). Step 3: Scroll down to the ‘How to apply’ section and click on the red colour ‘Go to the application form’ button.   Step 4: Applicants who wish to apply for the AMS scholarship must submit their application to the International Office through the Digital Student Service Desk."
UNIVERSITY OF LEEDS INTERNATIONAL EXCELLENCE SCHOLARSHIPS 2026,https://www.buddy4study.com/scholarship/university-of-leeds-international-excellence-scholarships-2026,12-Jun-26,"Scholarship up to £16,000 (₹18,86,702.40 approx.)",UG/PG degree applicants,"About The Program The University of Leeds International Excellence Scholarships 2026 is an opportunity offered by the University of Leeds for international students. It recognises high academic achievement and supports those planning to pursue a taught master's program in 2026. Selected students will receive up to a £16,000 tuition fee waiver.","To be eligible, an applicant must:- be an international student have applied for a Master's taught program starting in September 2026 be a self-funded or partially funded student have received either a conditional or unconditional offer for an eligible taught Master’s program beginning in September 2026 possess an outstanding academic record, with either a predicted or achieved Bachelor’s degree (2:1 Hons or equivalent) exhibit exceptional professional and personal skills, demonstrated through work experience and/or involvement in extracurricular activities","The selected candidates shall receive scholarships worth either £3,000, £6,000 or £16,000.","Eligible applicants can apply for the scholarship through the following steps:- Step 1: Click on the 'Apply Now' button. Step 2: Click the 'Register' button and fill in the required registration details. (Note:- If already registered, log in using Gmail/Mobile number/Email ID) Step 3: Scroll down and enrol for the respective master's program at the university. Step 4: Applicants who have an offer letter for eligible courses at the University of Leeds shall be notified via email for the scholarship application."
UNIVERSITY OF WESTMINSTER INTERNATIONAL UNDERGRADUATE EXCELLENCE AWARDS 2026,https://www.buddy4study.com/scholarship/university-of-westminster-international-undergraduate-excellence-awards-2026,15-Jun-26,"£2,500 tuition fee",International undergraduate students,"About The Program The Westminster International Undergraduate Excellence Award (IEA) – September 2026 is offered by the University of Westminster. The scholarship is a prestigious financial award designed to support international students who have achieved academic excellence and show passion for their chosen field of study. Selected candidates will receive £2,500 towards tuition fees for the first year of their full-time Bachelor's degree. Source: westminster.ac.uk","To be eligible, an applicant must:- be classified as overseas fee status be self-funded hold an offer for a full-time Bachelor's course starting in September 2026 have academic excellence with grades significantly above the minimum requirement for their course show a passion for their chosen subject Note:- Applicants are NOT eligible if they: are applying for a Bachelor's programme with an integrated foundation year are applying for an International Summer School or Study Abroad Programme are receiving sponsorship or funding from an external organisation or governmental body (excluding student loan schemes such as US Federal Aid or Lanekassen) are eligible for any other discount on course fees, such as a partner student discount or EU Qualifications Award","The selected students will receive a tuition fee award of £2,500 (approx. ₹3,02,055.25) paid directly to the University towards tuition fees in the first semester.","Eligible applicants can apply by following these steps:- Step 1: Click on the 'Apply Now' button below. Step 2: Click on the 'Register' button and fill in the required registration details (Note:- If already registered, log in using Gmail/Mobile number/Email ID). Step 3: Click on the ‘APPLY NOW’ button below. Step 4: ‘Log On’ with your credentials and proceed with your application."
NOTTINGHAM TRENT UNIVERSITY INTERNATIONAL SCHOLARSHIPS (SEPTEMBER) 2026,https://www.buddy4study.com/scholarship/nottingham-trent-university-international-scholarships-2026,24-Jun-26,"Fee waivers ranging from GBP 2,000 to 50%",UG/PG applicants,"About The Program The Nottingham Trent University International Scholarships (September) 2026 are offered by the Nottingham Trent University to undergraduate and postgraduate students. It offers academically excelling students financial assistance through tuition fee waivers. Selected candidates will receive waivers ranging from GBP 2,000 to 50%. Source: ntu.ac.uk","To be eligible, an applicant must:- be an international student be classed as an overseas student for tuition fee purposes hold an offer for an eligible UG/PG course be due to enrol on the 1st year of a new course of study(or 2nd/3rd year of a UG course in the case of advanced entry) in September 2026  Note:- Students already receiving funding from other sources are ineligible to apply. Students can apply for a scholarship only once per academic year.","Selected candidates will receive:- NTU Excellence Scholarship: 50% or 25% off of 1st year fees. India Prestigious University Award: Up to GBP 4,000. NTU International Scholarship: GBP 2,000. NTU International Merit Scholarship: GBP 3,000. Note:- The scholarships will be awarded as a reduction to tuition fees.","Eligible candidates can apply by following these steps:- Step 1: Click on the 'Apply Now' button below. Step 2: Click on the 'Register' button and fill in the required registration details (Note:- If already registered, log in using Gmail/Mobile number/Email ID). Step 3: Navigate to the ‘How to apply’ section and click ‘Scholarship Application Form’. Step 4: Fill in the required details, upload the necessary documents and submit the application."
UNIVERSITY OF BATH INTERNATIONAL EXCELLENCE SCHOLARSHIPS 2026,https://www.buddy4study.com/scholarship/university-of-bath-international-excellence-scholarships,25-Jun-26,"Scholarships worth £8,000 per academic year",Students joining an undergraduate course in September 2026,"About The Program The University of Bath International Excellence Scholarships 2026 is an opportunity offered by the University of Bath to students joining an undergraduate course in September 2026 at the University. This scholarship aims to reward students demonstrating a strong academic background by supporting their education. The selected candidates shall receive scholarships worth £8,000 per academic year.","To be eligible, an applicant must:- be a new applicant be assessed as an overseas fee paying student hold an offer from the University of Bath for an undergraduate course starting in September 2026.    (Note: This scholarship is not available for the March Architecture degree.)","The selected candidates shall receive Scholarships worth £8,000 (₹9,69,297 approx.) per academic year.","Eligible candidates can apply by following these steps:- Step 1: Click on the 'Apply Now' button below.  Step 2: Click on the 'Register' button and fill in the required registration details (Note:- If already registered, log in using Gmail/Mobile number/Email ID). Step 3: Scroll down and click on ‘HOW TO APPLY’  Step 4: Navigate to the section ‘How to apply’ and click on the ‘Application Tracker’ link. Step 5: Click on ‘Log in to Application Tracker’ on the right side of the page. Step 6: Enter your username and password (provided by the University) and click on the ‘LOGIN’ button. Then proceed with your scholarship application."
UNIVERSITY OF HARTFORD FUTURE LEADERS SCHOLARSHIP 2026-27,https://www.buddy4study.com/scholarship/university-of-hartford-future-leaders-scholarship-2026,15-Jul-26,"USD 2,000 per academic year",Undergraduate applicants,"About The Program The Future Leaders Scholarship 2026 is offered by the University of Hartford. The scholarship is designed to recognise graduate students who demonstrate excellence and embody the university’s core values: integrity, curiosity, creativity, and responsibility. Selected candidates will receive a scholarship of USD 2,000.","To be eligible, an applicant must:- be an international student must be accepted for admission in a graduate program at the University of Hartford submit a completed scholarship application with a future leaders statement demonstrate English language proficiency with the help of the following: TOEFL: minimum of 80 (Internet-based test – iBT), 550 (Paper-based test – PBT) PTE: minimum score of 58 IELTS: minimum score of 6.5 overall Duolingo: minimum score of 110 combined","The selected students will receive a scholarship of USD 2,000 per year, renewable for one year.","Eligible applicants can apply by following these steps:- Step 1: Click on the 'Apply Now' button below. Step 2: Click on the 'Register' button and fill in the required registration details (Note:- If already registered, log in using Gmail/Mobile number/Email ID). Step 3: Click ‘Apply For Future Leaders Scholarship’ and fill in the required details. Step 4: Upload the future leader statement as required and click ‘Submit’."
UNIVERSITY OF LEEDS INTERNATIONAL MASTER’S REGIONAL SCHOLARSHIPS 2026,https://www.buddy4study.com/scholarship/university-of-leeds-international-masters-regional-scholarships-2026,31-Jul-26,"Fee reduction of £6,000",Master’s applicants,"About The Program The University of Leeds International Master's Regional Scholarships 2026 is an opportunity offered by the University of Leeds to international Master’s students from an eligible country/region. This scholarship aims to bring together students deeply interested in quantum sciences and engineering. The selected candidates shall receive a fee reduction of £6,000.","To be eligible, an applicant must:- must hold a passport from one of the following countries or regions: Egypt, India, Japan, Mexico, Peru, South Korea, Taiwan, Thailand, Turkey, the United States of America, or Vietnam* be classified as international fee-paying students be self-funded or partially funded hold a conditional or unconditional offer for a Master's degree (including MRes) starting in September 2026 not be pursuing one of the following programmes: MBA Fully online courses Law (2-year Graduate Programme) LLB Note:- *Applicants holding an eligible passport but currently residing in another country or region are still eligible for the scholarship. Applicants who are only domiciled in one of these countries or regions and do not hold a corresponding passport are not eligible.","The selected candidates shall receive a fee reduction of £6,000 (₹7,19,967 approx.)","Eligible candidates can apply by following these steps:- Step 1: Click on the 'Apply Now' button below.  Step 2: Click on the 'Register' button and fill in the required registration details (Note:- If already registered, log in using Gmail/Mobile number/Email ID). Step 3: There is no need to apply for this scholarship. Students who meet the eligibility and award criteria shall automatically receive it."
EDUCATION FUTURE INTERNATIONAL SCHOLARSHIP 2026,https://www.buddy4study.com/scholarship/education-future-international-scholarship-2026,30-Aug-26,Scholarship ranging between ₹2-10 lakh,UG and PG applicants,About The Program The Education Future International Scholarship 2026 is an opportunity offered by the Education Future organisation. It is offered to meritorious Indian students who are studying overseas at any of the top universities globally. The selected candidates will receive a scholarship ranging between ₹2-10 lakhs each.,"To be eligible, an applicant must:- be an Indian national with a valid passport be pursuing an undergraduate/postgraduate course overseas at a recognised university/college outside India have secured a minimum of 60% marks in Class 10 and 12 reflect their lack of means of education funding Note:- The scholarship is open for all subjects of study.",The selected candidates will receive a scholarship ranging between ₹2-10 lakhs.,"Eligible candidates can apply by following these steps:- Step 1: Click on the 'Apply Now' button. Step 2: Click the 'Register' button and fill in the required registration details. (Note - If already registered, log in using Gmail/Mobile number/Email Id.) Step 3: Navigate to the 'Apply Now' button and click on 'Non-USA applicants'. Step 4: Fill in the application form, upload the relevant documents and submit. Note:- The course for the scholarship must start between 1 January to 31 October 2026."
FALMOUTH UNIVERSITY PATHWAY AWARDS 2026,https://www.buddy4study.com/scholarship/falmouth-university-pathway-awards-2026,31-Aug-26,"£2,000 towards tuition fees",Undergraduate applicants,"About The Program The Falmouth University Pathway Awards is an opportunity offered for Bachelor’s (undergraduate) applicants. Selected candidates will receive £2,000 towards tuition fees.","To be eligible, an applicant must:- be an international fee status student progress directly from a partner institution to Falmouth University be pursuing a full-time bachelor’s degree in September 2026 Note: Both on-campus and online bachelor's degrees are eligible.","Selected candidates will receive a contribution of £2,000 towards tuition fees.","Eligible applicants can apply by following these steps:- Step 1: Click on the 'Apply Now' button below. Step 2: Click on the 'Register' button and fill in the required registration details (Note:- If already registered, log in using Gmail/Mobile number/Email ID). Step 3: No separate application is required. Eligible applicants will be selected via admission."
UNIVERSITY OF STRATHCLYDE INTERNATIONAL POSTGRADUATE DEAN'S EXCELLENCE SCHOLARSHIP 2026,https://www.buddy4study.com/scholarship/university-of-strathclyde-international-postgraduate-dean-s-excellence-scholarship-2026,31-Aug-26,"An award of £10,000 for 1 year",International PG applicants,"About The Program The University of Strathclyde International Postgraduate Dean's Excellence Scholarship 2026 is offered by the University of Strathclyde. The merit-based scholarship is a prestigious financial award designed to support outstanding international students pursuing postgraduate taught Master's programmes within the Faculty of Humanities & Social Sciences. Selected students will receive an award of £10,000.","To be eligible, an applicant must:- be an international student pursue a full-time Postgraduate Taught Master's programme within the Faculty of Humanities & Social Sciences hold an offer to study a full-time attendance course commencing in September 2026 be enrolled in an eligible subject area:  Education English History International Relations Journalism Languages Law, Politics Psychology Social Policy","The selected students will receive a £10,000 (approx. ₹12,59,431.00) scholarship for 1 year of study towards tuition fees.","Eligible applicants can apply by following these steps:- Step 1: Click on the 'Apply Now' button below. Step 2: Click on the 'Register' button and fill in the required registration details (Note:- If already registered, log in using Gmail/Mobile number/Email ID). Step 3: No separate application is required.   Applicants will be automatically considered based on their programme application and supporting documents submitted at the time of the university’s admission."
NOKIA FOUNDATION SCHOLARSHIP 2026,https://www.buddy4study.com/scholarship/nokia-foundation-scholarship-2026,15-Sep-26,"Scholarship up to €7,500 (approx. ₹7,63,747)",Individuals pursuing a PhD in Information and Communications Technologies (ICT) or related fields,"About The Program The Nokia Foundation Scholarship 2026 is an opportunity provided by the Nokia Foundation to individuals pursuing a PhD in Information and Communications Technologies (ICT) or related fields. This scholarship aims to encourage doctoral candidates to complete their research efficiently and with high quality. The selected students will receive a scholarship of up to 7,500 euros (approx. ₹7,63,747).","To be eligible, an applicant must:- be pursuing a doctoral degree in ICT or related scientific fields in a Finnish University have at least one accepted publication related to the doctoral dissertation at the time of applying not have already received this scholarship earlier have a good record of high-quality, fast-paced doctoral studies","The selected candidates will receive a scholarship of up to 7,500 euros (approx. ₹7,63,747) to support doctoral research and living expenses.","Eligible candidates can apply for the scholarship through the following steps:- Step 1: Click on the 'Apply Now' button below.  Step 2: Click on the 'Register' button and fill in the required registration details (Note:- If already registered, log in using Gmail/Mobile number/Email ID). Step 3: Scroll to the ’How to apply’ section and click on the ‘Nokia Scholarship Application’ link.   Step 4: In the ‘Login’ section, click on the ‘Register as grant applicant here’ link. Step 5: Fill in the mentioned details and click on the ‘Register’ button. You will receive an email with a confirmation link for your registration. Step 6: Click on the link. You will be redirected to your account. Step 7: Click on the ‘MAKE AN APPLICATION’ button and then navigate to the ‘Call*’ section.  Step 8: Select ‘Nokia Scholarship’ as the call grant you are applying for and click on the ‘Start’ button. Fill in the necessary information and proceed with the application."
SERVICESCAPE SCHOLARSHIP 2026,https://www.buddy4study.com/scholarship/servicescape-scholarship-2026,30-Nov-26,"Award of $1,000","College, school, and trade school students","About The Program The ServiceScape Scholarship 2026 is offered by ServiceScape, a global freelancing marketplace for professional editors, translators, graphic designers, and writers. The scholarship is aimed at supporting outstanding students by helping cover their educational expenses. Selected candidates will receive a $1,000 (approx. ₹90,411) scholarship award.","To be eligible, an applicant must:- be 18 years of age be studying at any academic level or field be enrolled or accepted in an accredited college, university, or trade school submit a 300–600-word essay on the topic provided by ServiceScape","Selected students will receive the $1,000 ( Approx. ₹90,411).","Eligible applicants can apply by following these steps:- Step 1: Click on the 'Apply Now' button below. Step 2: Click on the 'Register' button and fill in the required registration details (Note:- If already registered, log in using Gmail/Mobile number/Email ID). Step 3: Scroll down to the ‘Application Form’. Step 4: Complete the required details and documents. Step 5: Click on the ‘Submit’ button."
CERN SHORT TERM INTERNSHIP 2026,https://www.buddy4study.com/scholarship/cern-short-term-internship-2026,30-Nov-26,"A monthly allowance of CHF 1,587",Full-time students pursuing higher education,"About The Program The CERN Short Term Internship 2025 is offered by the European Organization for Nuclear Research (CERN). The internship is a prestigious paid training opportunity designed to support outstanding students pursuing higher education in technical or administrative fields. Selected candidates will receive CHF 1,587 per month towards their stay in Geneva, Switzerland, for a duration of 1-6 months.","To be eligible, an applicant must:- be a national of a CERN Member State or Associate Member State be a full-time student pursuing a Technical/Administrative diploma, Bachelor's, or Master's degree remain enrolled as a full-time student throughout the internship duration have good working proficiency in English and or French","The internship provides the benefits of a monthly allowance of CHF 1,587 (approx. ₹1,74,883) and hands-on training experience at the world's largest particle physics laboratory.","Eligible applicants can apply by following these steps:- Step 1: Click on the 'Apply Now' button below. Step 2: Click on the 'Register' button and fill in the required registration details (Note:- If already registered, log in using Gmail/Mobile number/Email ID). Step 3: Click on the 'APPLY NOW' button below. Step 4: Fill in the required details, upload the necessary documents and click on the ‘Next’ button to proceed with the application."
NATIONAL FELLOWSHIP SCHEME FOR SCHEDULED CASTE STUDENTS (NFSC) 2026,https://www.buddy4study.com/scholarship/national-fellowship-scheme-for-scheduled-caste-students-2026,20-Dec-26,"Up to ₹35,000 per month and other benefits",SC students pursuing M.Phil/Ph.D,"About The Program National Fellowship Scheme for Scheduled Caste Students (NFSC) 2026 is an opportunity offered by the Ministry of Social Justice and Empowerment. The objective of the scheme is to provide fellowships in the form of financial assistance to Scheduled Caste (SC) students pursuing higher studies leading to M.Phil or Ph.D. degrees in Science, Humanities, or Social Science at Indian Universities, Institutions, or Colleges recognised by the University Grants Commission (UGC). The scheme provides for 2,000 new fellowships per year: 1,500 for Junior Research Fellows in Humanities/Social Sciences and 500 for Junior Research Fellows in Science. These fellowships are awarded to Scheduled Caste students who have qualified in the following tests: National Eligibility Test-Junior Research Fellowship (NET-JRF) of UGC UGC-Council of Scientific and Industrial Research (UGC-CSIR) NET-JRF joint test These additional fellowships are over and above the number of SC students selected under the government's normal reservation policy for UGC Fellowships. The scheme is implemented similarly to the UGC Fellowships awarded to research students pursuing M.Phil/Ph.D. degrees. Selected candidates will receive a fellowship of up to ₹42,000 along wth other benefits.","To be eligible, an applicant must:- belong to the Scheduled Caste category as per the relevant state government's list be pursuing regular and full-time M.Phil./Ph.D. courses in universities/research institutions recognised by the University Grant Commission (UGC) have qualified in either the National Eligibility Test (NET) or the Graduate Aptitude Test in Engineering (GATE) examination Note:- Scheduled Caste (SC) candidates who have already secured admission and have qualified for the NET examination will be given priority. These candidates must join the fellowship program within three months of receiving the JRF award letter. If there are insufficient candidates who have already secured admission, candidates who have not yet secured admission will also be selected in order of merit based on their NET examination scores. These candidates will be eligible for the National Fellowship for SC scheme, subject to admission to an M.Phil/Ph.D program at a university, IIT, or other recognised institution. The UGC should include a field in the application to capture the student's current educational status. Students who have either completed their postgraduate course or are in their final year will be given preference for selection. These students will be allowed up to one year from selection to join the fellowship program. For other students, a period of three years from the date of the award letter will be allowed for joining. A scholar is eligible to receive only one fellowship at a time. The scholar must declare that they will not accept or receive any other monetary benefit, scholarship, or fellowship from any other source. In other words, a scholar who is awarded a fellowship under this scheme may not accept any other fellowship, scholarship, or appointment (paid or otherwise), or receive any emoluments, salary, or stipend from any other source during the tenure of the award, except in the case of an academic leave of one year. If a scholar is already receiving a scholarship or fellowship, they must either relinquish their previous scholarship, fellowship, or any other monetary benefit or forgo selection under this scheme. A scholar who does not complete their research work during the fellowship period will not be eligible to reapply under this scheme. Similarly, a scholar who has previously received, in whole or in part, any of these fellowships for a Ph.D. will also be ineligible for a fellowship under this scheme. After two years of joining the Junior Research Fellowship (JRF), if the research progress of the awardee is deemed satisfactory, the tenure will be extended for an additional three years as a Senior Research Fellowship (SRF) in accordance with the UGC Fellowship Guidelines, issued periodically for students enrolled in Ph.D. or M.Phil.+Ph.D. programs. For a combined M.Phil and Ph.D. course, the fellowship will be provided initially for two years during the M.Phil, and upon advancement to the Ph.D. course, for an additional three years. The fellowship will be payable from the date of the Joint CSIR-UGC NET result (if the candidate is already pursuing an M.Phil/Ph.D.) or from the actual date of joining the M.Phil/Ph.D. program, whichever is later. If a candidate has already been admitted to a regular, full-time M.Phil/Ph.D. program at a UGC-recognised university or institution and their roll number is listed, they should apply for the fellowship within three months. The fellowship will be granted until the submission of the Ph.D. thesis or for a maximum of five years, whichever comes first. No extensions are allowed beyond the total five-year fellowship period. Employees of any University/College/Educational Institution/Central/State/UT Government are ineligible for the fellowship, even if they are on Study Leave or Extraordinary Leave to pursue an M.Phil./Ph.D. course. For integrated Ph.D. or M.Phil. to Ph.D. programs: The maximum fellowship tenure is 5 years, including the M.Phil. period. For the M.Phil. portion, the fellowship will be granted for two years or until the M.Phil. dissertation submission, whichever is earlier. The maximum allowed gap between completing the M.Phil. and starting the Ph.D. under this scheme is 2 years (from the M.Phil. result date to the Ph.D. admission date). However, the total fellowship tenure remains five years, excluding the gap period. No fellowship will be paid during the gap period.","The fellowship rates for JRF and SRF will be equivalent to UGC Fellowships. As of 1st January 2019, the applicable rates are as follows:- Particulars Rates Applicable for JRF Rates Applicable for SRF Fellowship in all streams ₹37,000 per month for the initial two years ₹42,000 per month for the remaining tenure Contingency for Humanities & Social Sciences ₹10,000 per annum for the initial two years ₹20,500 per annum for the remaining tenure Contingency for Sciences ₹12,000 per annum for the initial two years ₹25,000 per annum for the remaining tenure Escort/Reader assistance (all subjects) for physically and visually handicapped candidates  ₹2,000 per month ₹2,000 per month House Allowance (HRA)* @ 10%, 20%, and 30% to students who do not have hostel accommodation, according to the Government of India norms applicable in the city/location where the research fellows are working Note:- The House Allowance (HRA) is the same for both JRF and SRF, as it's based on the location and government norms. If the institution provides hostel accommodation, the scholar is eligible only for the hostel fee (excluding mess, electricity, water charges, etc.). If the scholar refuses the institution's hostel accommodation, they forfeit their claim for House Rent Allowance (HRA). If the institution cannot provide hostel accommodation, it may provide single accommodation. In this case, the scholar's actual rent will be reimbursed, subject to the HRA ceiling set by the Government of India. If the scholar arranges their own accommodation, they are entitled to HRA based on the government's ceiling and city categorisation. To claim HRA, the scholar must submit a monthly confirmation certificate in the prescribed format to their institution. Medical facilities, leave (including maternity leave), and other benefits will follow the guidelines of the UGC's fellowship program.","Eligible applicants can apply by following these steps:- Step 1: Click on the 'Apply Now' button below. Step 2: Click on the 'Register' button and fill in the required registration details (Note:- If already registered, log in using Gmail/Mobile number/Email ID). Step 3: The selection for the award of fellowship to students will be made by the responsible government authorities based on the merit of each UGC-NET-JRF or UGC-CSIR NET-JRF examination. No separate application is required from the student."
ACU EXECUTIVE DEAN’S INTERNATIONAL SCHOLARSHIP (EDIS) 2025,https://www.buddy4study.com/scholarship/acu-executive-deans-international-scholarship-edis-2025,31-Dec-26,Tuition fee reduction of 5% to 20% per year,International students,About The Program The ACU Executive Dean’s International Scholarship (EDIS) 2025 is offered by Australian Catholic University. It is designed to provide financial aid to high-achieving international students commencing their studies at Australian Catholic University. The award honours academic excellence by offering tuition fee reductions of 5%–20% annually for students in selected faculties.,"To be eligible, an applicant must:- be an international student apply for an undergraduate or postgraduate coursework degree in any field have a GPA equivalent to 5.5 on ACU’s 7-point scale in their most recent study not attending ACU as a Study Abroad or Exchange student be enrolled at an Australian campus, excluding online, exchange, or study abroad students  Note:- Applicant must not be receiving ACU’s Flourishing Lives Scholarship or International Launch Scholarship (only the higher value award applies if multiple scholarships are offered).","Selected students will receive a tuition fee reduction of 5–20% per year, depending on their faculty and year of study.","Eligible applicants can apply by following these steps:- Step 1: Click on the 'Apply Now' button below. Step 2: Click on the 'Register' button and fill in the required registration details (Note:- If already registered, log in using Gmail/Mobile number/Email ID). Step 3: All eligible applicants are automatically considered during their admission process. No separate application is required."
IISER BERHAMPUR POST-DOCTORAL RESEARCH FELLOWSHIP (PDRF) 2025-26,https://www.buddy4study.com/scholarship/iiser-berhampur-post-doctoral-research-fellowship-pdrf-2025-26,31-Dec-26,"A stipend of up to ₹67,000 and other benefits",Ph.D. degree holders,"About The Program IISER Berhampur Post Doctoral Research Fellowship (PDRF)2025-26 is an initiative by the Indian Institute of Science Education and Research, Berhampur (IISER Berhampur) for Post-Doctoral research fellowship in the Department of Biological Sciences, Chemical Sciences, Mathematical Sciences, Physical Sciences, Earth & Environmental Sciences and Computer Science. The selected applicants will receive a fellowship of up to ₹67,000 and other benefits.  Source: IISER Berhampur","To be eligible, an applicant must:- be an Indian or foreign national   be below the age of 35 years on the date of application  hold a Ph.D. degree in the respective field of study must have a good academic record must have 5 years of experience after obtaining the Ph.D. degree","The selected candidates will receive the following benefits: Categories Experience Fellowship Amount  Research Associates (For candidates who have submitted a thesis but Ph.D. degree is awaited) N/A ₹42,000 per month and HRA Postdoctoral Research Fellows Up to 1 year ₹58,000 and HRA Postdoctoral Research Fellows More than 1 year and up to 2 years ₹61,000 and HRA Postdoctoral Research Fellows More than 2 years ₹67,000 and HRA Note:- Ph.D. holders will be appointed as Postdoctoral Research Fellows (PDRFs), initially for 1 year, renewable annually for up to 3 years based on performance evaluations. Those without a Ph.D. will be appointed as Research Associates (RAs).","Eligible applicants can apply for the scholarship through the following steps:- Step 1: Click on the 'Apply Now' button. Step 2: Click the 'Register' button and fill in the required registration details. (Note - If already registered, log in using Gmail/Mobile number/Email ID) Step 3: Navigate to the ‘Apply Now’ button and click on the ‘Register’ button for registration. Step 4: Enter the required details and click on the ‘Login’ button.  Step 5: Fill in the required details in the online application form.  Step 6: Upload the CV and relevant documents with the online application form and click on the 'Submit' button.  Note:-  The shortlisted candidates will be notified via email in the registered email ID.  The Institute will not be responsible for undelivered emails due to invalid email addresses, technical issues, or applicant inaction (e.g., not checking spam/junk folders)."
RAMANUJAN FELLOWSHIP 2026,https://www.buddy4study.com/scholarship/ramanujan-fellowship-2026,31-Dec-26,A fellowship of up to ₹23 lakhs annually,Indian/Indian origin scientists and engineers from abroad,About The Program The Ramanujan Fellowship 2025 is an opportunity provided by the Anusandhan National Research Foundation to Indian or Indian-origin scientists and engineers who wish to return to India from abroad. The fellows can work in any scientific institution or university across India. The selected candidates will receive a fellowship of up to ₹23 lakhs annually. Source: anrfonline.in,"To be eligible, an applicant must:- be a scientist and engineer from abroad be below the age of 40 years hold a higher degree or equivalent, such as a Ph.D. in Science or Engineering, a Master's in Engineering or Technology, or an M.D. degree in Medicine, etc. have adequate professional experience have a proven/outstanding track record as evidenced by their research publications and recognition  not hold any permanent/tenure track/contractual position in any Indian institute/university be working abroad at the time of nomination","The selected candidates will receive:- A consolidated fellowship amount of ₹1,35,000 per month (inclusive of HRA). A research grant of ₹7,00,000 per annum (to cover consumables, travel, research personnel, contingencies, etc.). ₹60,000 per annum as overhead charges.  Note:- The Ramanujan fellows will also be eligible for receiving regular research grants through the extramural funding schemes of various S&T agencies of the Government of India.","Eligible candidates can apply by following these steps:- Step 1: Click on the 'Apply Now' button below.  Step 2: Click on the 'Register' button and fill in the required registration details (Note:- If already registered, log in using Gmail/Mobile number/Email ID). Step 3: Scroll down the page and click navigate to the section of ‘Online Application Procedure’ and click on the 'click here to register' link. Step 4: Fill in all the details and click on the ‘Submit’ button. Step 6: Fill in all the mentioned details, upload the necessary documents, and click on the ‘Submit’ button. Step 7: Log in with valid credentials and proceed with the application."
STEP ELEARN – GENERAL COMMUNICATION ONLINE (10% DISCOUNT),https://www.buddy4study.com/scholarship/step-elearn-general-communication-online-category-one,31-Dec-26,Effective English communication in spoken and written interactions,Adult learners and anyone seeking to improve English skills independently,N/A,N/A,N/A,N/A
STEP ELEARN – GENERAL COMMUNICATION ONLINE (33.35% DISCOUNT),https://www.buddy4study.com/scholarship/step-elearn-general-communication-online-category-two,31-Dec-26,Effective English communication in spoken and written interactions,Adult learners and anyone seeking to improve English skills independently,N/A,N/A,N/A,N/A
